customer_id,churn_proba,ltv_inr,offer,offer_cost_inr,offer_benefit_inr,offer_net_inr,roi_per_rupee,risk_segment,customer_value_segment
2725-KXXWT,0.7633666735338765,847.22,Protection bundle,120.0,226.36,106.36,1.886,High,High
2034-GDRCN,0.765282032086403,843.95,Protection bundle,120.0,226.05,106.05,1.884,High,High
5449-FIBXJ,0.5208962367446621,964.38,Courtesy call,40.0,75.35,35.35,1.884,High,High
4115-NZRKS,0.7755548577927313,832.28,Protection bundle,120.0,225.92,105.92,1.883,High,High
9134-CEQMF,0.7728114570829613,835.55,Protection bundle,120.0,226.0,106.0,1.883,High,High
2472-OVKUP,0.5909227435921816,849.55,Courtesy call,40.0,75.3,35.3,1.883,High,High
2249-YPRNG,0.5081528880709827,988.19,Courtesy call,40.0,75.32,35.32,1.883,Medium,High
1771-OADNZ,0.5605979015392009,895.3,Courtesy call,40.0,75.29,35.29,1.882,High,High
0970-ETWGE,0.7717033147941907,836.02,Protection bundle,120.0,225.81,105.81,1.882,High,High
2952-QAYZF,0.6302135269115353,796.34,Courtesy call,40.0,75.28,35.28,1.882,High,High
3387-VATUS,0.7277248670183737,885.5,Protection bundle,120.0,225.54,105.54,1.88,High,High
1891-UAWWU,0.5910643214079787,847.69,Courtesy call,40.0,75.16,35.16,1.879,High,High
9189-JWSHV,0.7371480784245767,873.36,Protection bundle,120.0,225.33,105.33,1.878,High,High
5380-AFSSK,0.73436518605635,876.63,Protection bundle,120.0,225.32,105.32,1.878,High,High
9710-ZUSHQ,0.5021183890291465,996.59,Courtesy call,40.0,75.06,35.06,1.877,Medium,High
3096-GKWEB,0.7273923149559289,884.56,Protection bundle,120.0,225.2,105.2,1.877,High,High
7577-SWIFR,0.7719079069528035,833.22,Protection bundle,120.0,225.11,105.11,1.876,High,High
8035-PWSEV,0.6000514936523952,833.22,Courtesy call,40.0,75.0,35.0,1.875,High,High
2786-GCDPI,0.5102524224915996,979.79,Courtesy call,40.0,74.99,34.99,1.875,High,High
5955-ERIHD,0.7272312291320813,884.09,Protection bundle,120.0,225.03,105.03,1.875,High,High
9661-ACXBS,0.509121137916839,982.12,Courtesy call,40.0,75.0,35.0,1.875,High,High
6407-UTSLV,0.6389351587073736,782.34,Courtesy call,40.0,74.98,34.98,1.874,High,High
1455-ESIQH,0.7720323226778856,831.81,Protection bundle,120.0,224.76,104.76,1.873,High,High
6267-DCFFZ,0.5937069744919456,840.68,Courtesy call,40.0,74.87,34.87,1.872,High,High
2545-EBUPK,0.8171084078965523,784.67,Protection bundle,120.0,224.41,104.41,1.87,High,High
8800-ZKRFW,0.49668775316802377,1003.59,Courtesy call,40.0,74.77,34.77,1.869,High,High
0187-QSXOE,0.7698161899850301,830.88,Protection bundle,120.0,223.87,103.87,1.866,High,High
7064-FRRSW,0.3883278583388485,1280.8,Courtesy call,40.0,74.61,34.61,1.865,Medium,High
7402-EYFXX,0.7315309680449142,873.83,Protection bundle,120.0,223.73,103.73,1.864,High,High
8949-JTMAY,0.5399392330903648,920.5,Courtesy call,40.0,74.55,34.55,1.864,Medium,High
1580-BMCMR,0.6095782821470904,815.01,Courtesy call,40.0,74.52,34.52,1.863,High,High
6486-LHTMA,0.4229506290692343,1173.42,Courtesy call,40.0,74.44,34.44,1.861,Medium,High
4299-SIMNS,0.6546105201788421,757.6,Courtesy call,40.0,74.39,34.39,1.86,High,High
4750-ZRXIU,0.807569947376529,789.8,Protection bundle,120.0,223.24,103.24,1.86,High,High
5382-SOYZL,0.7177496472528535,887.83,Protection bundle,120.0,223.03,103.03,1.859,High,High
3722-WPXTK,0.7725628164828651,824.81,Protection bundle,120.0,223.03,103.03,1.859,High,High
4439-JMPMT,0.6192258529993282,800.54,Courtesy call,40.0,74.36,34.36,1.859,High,High
6400-BWQKW,0.6714570444015491,737.99,Courtesy call,40.0,74.33,34.33,1.858,High,Mid
1569-TTNYJ,0.6733023306483972,735.19,Courtesy call,40.0,74.25,34.25,1.856,High,Mid
8603-IJWDN,0.786085462290316,808.48,Protection bundle,120.0,222.44,102.44,1.854,High,High
5671-UUNXD,0.379584729982194,1302.15,Courtesy call,40.0,74.14,34.14,1.854,Medium,High
6432-TWQLB,0.6191292533200621,797.27,Courtesy call,40.0,74.04,34.04,1.851,High,High
9611-CTWIH,0.7598606851157471,835.08,Protection bundle,120.0,222.09,102.09,1.851,High,High
4583-PARNH,0.577291090197451,854.69,Courtesy call,40.0,74.01,34.01,1.85,High,High
6060-DRTNL,0.6212825422612267,792.14,Courtesy call,40.0,73.82,33.82,1.846,High,High
0013-EXCHZ,0.6284498126203248,783.27,Courtesy call,40.0,73.84,33.84,1.846,High,High
9601-BRXPO,0.5022618488593248,979.79,Courtesy call,40.0,73.82,33.82,1.845,Medium,High
8010-EZLOU,0.6568373771269815,748.73,Courtesy call,40.0,73.77,33.77,1.844,High,High
2474-BRUCM,0.5172097448169035,950.85,Courtesy call,40.0,73.77,33.77,1.844,High,High
3737-GCSPV,0.5472461370558552,898.1,Courtesy call,40.0,73.72,33.72,1.843,High,High
0135-NMXAP,0.5858802221561328,837.88,Courtesy call,40.0,73.63,33.63,1.841,High,High
7156-MHUGY,0.7467699823015606,844.88,Protection bundle,120.0,220.83,100.83,1.84,High,High
9025-AOMKI,0.7222984819787955,873.36,Protection bundle,120.0,220.79,100.79,1.84,High,High
7295-JOMMD,0.5354676061984086,915.84,Courtesy call,40.0,73.56,33.56,1.839,High,High
5698-BQJOH,0.7152754854368644,881.29,Protection bundle,120.0,220.63,100.63,1.839,High,High
9725-SCPZG,0.7431846816210983,848.15,Protection bundle,120.0,220.62,100.62,1.838,High,High
3006-XIMLN,0.7159586255316895,879.43,Protection bundle,120.0,220.37,100.37,1.836,High,High
0654-HMSHN,0.5022978865803186,974.65,Courtesy call,40.0,73.43,33.43,1.836,High,High
1482-OXZSY,0.5222744369074249,937.31,Courtesy call,40.0,73.43,33.43,1.836,Medium,High
2672-HUYVI,0.7392342926104358,850.49,Protection bundle,120.0,220.05,100.05,1.834,High,High
9402-ORRAH,0.7356478901051744,854.22,Protection bundle,120.0,219.94,99.94,1.833,High,High
1965-AKTSX,0.6631287933870293,737.06,Courtesy call,40.0,73.31,33.31,1.833,High,Mid
6435-SRWBJ,0.6327962707219019,772.53,Courtesy call,40.0,73.33,33.33,1.833,High,High
5561-NWEVX,0.6609027131645169,739.39,Courtesy call,40.0,73.3,33.3,1.832,High,Mid
6807-SIWJI,0.3601428187812283,1356.48,Courtesy call,40.0,73.28,33.28,1.832,Medium,High
1320-REHCS,0.47217407502213726,1033.93,Courtesy call,40.0,73.23,33.23,1.831,High,High
6833-JMZYP,0.555831522990456,877.56,Courtesy call,40.0,73.17,33.17,1.829,Medium,High
2985-FMWYF,0.7182968098000158,872.89,Protection bundle,120.0,219.45,99.45,1.829,High,High
6474-FVJLC,0.781044958791614,802.87,Protection bundle,120.0,219.48,99.48,1.829,High,High
8982-NHAVY,0.37499388776712067,1300.21,Courtesy call,40.0,73.14,33.14,1.828,Low,High
8393-DLHGA,0.5444154990099261,895.3,Courtesy call,40.0,73.11,33.11,1.828,High,High
4137-BTIKL,0.5750485570385737,847.22,Courtesy call,40.0,73.08,33.08,1.827,High,High
0114-PEGZZ,0.48520986683750067,1004.06,Courtesy call,40.0,73.08,33.08,1.827,High,High
4009-ALQFH,0.5240521500064123,928.91,Courtesy call,40.0,73.02,33.02,1.825,High,High
7228-OMTPN,0.7572779369198503,825.75,Protection bundle,120.0,218.86,98.86,1.824,High,High
1143-NMNQJ,0.781476212007769,800.07,Protection bundle,120.0,218.83,98.83,1.824,High,High
0259-GBZSH,0.7820344111984419,799.61,Protection bundle,120.0,218.86,98.86,1.824,High,High
2205-YMZZJ,0.789680927292342,791.67,Protection bundle,120.0,218.81,98.81,1.823,High,High
8938-UMKPI,0.48946734044224216,993.32,Courtesy call,40.0,72.93,32.93,1.823,High,High
8182-BJDSI,0.5786007588129882,839.75,Courtesy call,40.0,72.88,32.88,1.822,High,High
9282-IZGQK,0.7871624849982288,793.54,Protection bundle,120.0,218.63,98.63,1.822,High,High
9208-OLGAQ,0.6124016114645585,793.07,Courtesy call,40.0,72.85,32.85,1.821,High,High
9919-KNPOO,0.7093441457525037,880.36,Protection bundle,120.0,218.57,98.57,1.821,High,High
2990-HWIML,0.7466567957805641,835.55,Protection bundle,120.0,218.35,98.35,1.82,High,High
8276-MQBYC,0.5314604282066753,913.04,Courtesy call,40.0,72.79,32.79,1.82,High,High
0177-PXBAT,0.47263666012141875,1026.0,Courtesy call,40.0,72.74,32.74,1.818,Medium,High
7272-QDCKA,0.3740091124996309,1296.33,Courtesy call,40.0,72.73,32.73,1.818,Medium,High
1258-YMZNM,0.339162538540409,1429.58,Courtesy call,40.0,72.73,32.73,1.818,Low,High
5385-SUIRI,0.49779709901769886,972.78,Courtesy call,40.0,72.64,32.64,1.816,High,High
5129-JLPIS,0.491529605293146,984.92,Courtesy call,40.0,72.62,32.62,1.815,High,High
4369-HTUIF,0.6087260325320286,794.94,Courtesy call,40.0,72.59,32.59,1.815,High,High
4912-PIGUY,0.7874290974982034,789.8,Protection bundle,120.0,217.67,97.67,1.814,High,High
6630-UJZMY,0.7998278253977948,777.2,Protection bundle,120.0,217.57,97.57,1.813,High,High
8972-HJWNV,0.7875394448011428,789.34,Protection bundle,120.0,217.57,97.57,1.813,High,High
3005-NFMTA,0.5240912623371151,922.37,Courtesy call,40.0,72.51,32.51,1.813,High,High
0196-VULGZ,0.7888917388151577,787.47,Protection bundle,120.0,217.43,97.43,1.812,High,High
7517-LDMPS,0.6118795216191346,789.8,Courtesy call,40.0,72.49,32.49,1.812,High,High
7779-LGOVN,0.7679005942211953,808.94,Protection bundle,120.0,217.41,97.41,1.812,High,High
0963-ZBDRN,0.5375881399273663,898.1,Courtesy call,40.0,72.42,32.42,1.811,High,High
2587-EKXTS,0.46387611299331233,1040.94,Courtesy call,40.0,72.43,32.43,1.811,High,High
4273-MBHYA,0.7444324541450965,834.15,Protection bundle,120.0,217.34,97.34,1.811,High,High
2018-PZKMU,0.5011582472364651,962.52,Courtesy call,40.0,72.36,32.36,1.809,High,High
9253-QXKBE,0.7034312087959704,881.76,Protection bundle,120.0,217.09,97.09,1.809,High,High
9360-OMDZZ,0.7056624416805095,878.49,Protection bundle,120.0,216.97,96.97,1.808,High,High
8903-WMRNW,0.5075378263509682,949.91,Courtesy call,40.0,72.32,32.32,1.808,High,High
5685-IIXLY,0.6172812172932293,780.47,Courtesy call,40.0,72.27,32.27,1.807,High,High
4236-XPXAV,0.520596922053441,925.64,Courtesy call,40.0,72.28,32.28,1.807,High,High
2642-DTVCO,0.7804886443457442,794.0,Protection bundle,120.0,216.9,96.9,1.807,High,High
6559-PDZLR,0.5231865687275313,920.97,Courtesy call,40.0,72.28,32.28,1.807,High,High
9356-AXGMP,0.3363209132451835,1432.17,Courtesy call,40.0,72.25,32.25,1.806,Medium,High
8152-UOBNY,0.34861581908991734,1381.71,Courtesy call,40.0,72.25,32.25,1.806,Medium,High
8593-WHYHV,0.7769637046405288,796.34,Protection bundle,120.0,216.55,96.55,1.805,High,High
1941-HOSAM,0.7357901126170419,841.15,Protection bundle,120.0,216.62,96.62,1.805,High,High
2761-OCIAX,0.6898303575576316,697.38,Courtesy call,40.0,72.16,32.16,1.804,High,Mid
3338-CVVEH,0.699510251546524,882.69,Protection bundle,120.0,216.11,96.11,1.801,High,High
9508-ILZDG,0.5334059583278976,899.5,Courtesy call,40.0,71.97,31.97,1.799,High,High
0697-ZMSWS,0.7708087392698415,799.61,Protection bundle,120.0,215.72,95.72,1.798,High,High
8337-MSSXB,0.5949873660725398,805.67,Courtesy call,40.0,71.9,31.9,1.798,High,High
5130-IEKQT,0.48486679781994113,989.12,Courtesy call,40.0,71.94,31.94,1.798,Medium,High
8058-JMEQO,0.7816781715704116,788.4,Protection bundle,120.0,215.7,95.7,1.797,High,High
0899-LIIBW,0.5087804770983164,941.51,Courtesy call,40.0,71.85,31.85,1.796,High,High
7488-MXJIV,0.7699858948675492,799.61,Protection bundle,120.0,215.49,95.49,1.796,High,High
2719-BDAQO,0.5462889829121653,876.16,Courtesy call,40.0,71.8,31.8,1.795,High,High
3644-QXEHN,0.5283889778790092,905.57,Courtesy call,40.0,71.77,31.77,1.794,High,High
9889-TMAHG,0.5104862772687776,936.38,Courtesy call,40.0,71.7,31.7,1.793,High,High
3318-OSATS,0.6898570903279057,891.1,Protection bundle,120.0,215.16,95.16,1.793,High,High
1792-UXAFY,0.5743145983526199,832.28,Courtesy call,40.0,71.7,31.7,1.792,High,High
2013-SGDXK,0.6068087739748298,787.0,Courtesy call,40.0,71.63,31.63,1.791,High,High
5318-IXUZF,0.5867878675719882,813.61,Courtesy call,40.0,71.61,31.61,1.79,High,High
7901-TBKJX,0.5059338492976451,943.38,Courtesy call,40.0,71.59,31.59,1.79,High,High
9927-DSWDF,0.48876848989189775,976.52,Courtesy call,40.0,71.59,31.59,1.79,High,High
9965-YOKZB,0.7833952575687025,782.8,Protection bundle,120.0,214.63,94.63,1.789,High,High
6275-YDUVO,0.5928207867985482,804.74,Courtesy call,40.0,71.56,31.56,1.789,High,High
0235-KGSLC,0.5970718831627166,798.67,Courtesy call,40.0,71.53,31.53,1.788,High,High
6362-QHAFM,0.3403713165808425,1401.12,Courtesy call,40.0,71.54,31.54,1.788,Medium,High
0082-OQIQY,0.5414327993024791,879.43,Courtesy call,40.0,71.42,31.42,1.786,High,High
7693-LCKZL,0.6363103227112786,748.26,Courtesy call,40.0,71.42,31.42,1.785,High,High
5899-OUVKV,0.5393658782029117,882.23,Courtesy call,40.0,71.38,31.38,1.784,High,High
5281-BUZGT,0.5609875058489002,848.15,Courtesy call,40.0,71.37,31.37,1.784,High,High
9451-LPGOO,0.7545698098760022,810.34,Protection bundle,120.0,214.01,94.01,1.783,High,High
1977-STDKI,0.6971481867655485,681.51,Courtesy call,40.0,71.27,31.27,1.782,High,Mid
4548-SDBKE,0.7681562930955199,795.41,Protection bundle,120.0,213.85,93.85,1.782,High,High
6979-ZNSFF,0.7515097542317546,812.68,Protection bundle,120.0,213.76,93.76,1.781,High,High
8937-RDTHP,0.6013450624798876,789.8,Courtesy call,40.0,71.24,31.24,1.781,High,High
3174-RKMOW,0.46246492753241464,1026.47,Courtesy call,40.0,71.21,31.21,1.78,High,High
6284-AHOOQ,0.561907841406997,844.88,Courtesy call,40.0,71.21,31.21,1.78,Medium,High
7486-KSRVI,0.3668860946685835,1293.74,Courtesy call,40.0,71.2,31.2,1.78,Medium,High
1550-EENBN,0.48699223263287605,974.18,Courtesy call,40.0,71.16,31.16,1.779,High,High
4315-MURBD,0.5138335366086764,923.31,Courtesy call,40.0,71.16,31.16,1.779,High,High
4636-QRJKY,0.6308875291085427,751.53,Courtesy call,40.0,71.12,31.12,1.778,High,High
1010-DIAUQ,0.5262808423152798,900.9,Courtesy call,40.0,71.12,31.12,1.778,High,High
3197-ARFOY,0.4837782059585913,980.25,Courtesy call,40.0,71.13,31.13,1.778,Medium,High
5383-MMTWC,0.7772946131315674,784.2,Protection bundle,120.0,213.34,93.34,1.778,High,High
0378-TOVMS,0.5916090945583922,801.01,Courtesy call,40.0,71.08,31.08,1.777,High,High
0434-CSFON,0.504777203721806,938.24,Courtesy call,40.0,71.04,31.04,1.776,High,High
5649-ANRML,0.5325996800773725,887.83,Courtesy call,40.0,70.93,30.93,1.773,High,High
2507-QZPQS,0.5289381049701012,893.43,Courtesy call,40.0,70.89,30.89,1.772,High,High
6857-VWJDT,0.6804628439490338,892.96,Protection bundle,120.0,212.67,92.67,1.772,High,High
8059-UDZFY,0.4800539168260395,983.52,Courtesy call,40.0,70.82,30.82,1.771,Medium,High
3489-HHPFY,0.7739522694883572,784.67,Protection bundle,120.0,212.55,92.55,1.771,High,High
6986-IXNDM,0.699162342370293,867.29,Protection bundle,120.0,212.23,92.23,1.769,High,High
9279-CJEOJ,0.6802709289694258,890.63,Protection bundle,120.0,212.05,92.05,1.767,Medium,High
8104-OSKWT,0.6325095067772902,744.99,Courtesy call,40.0,70.68,30.68,1.767,High,Mid
2880-FPNAE,0.6798163303998996,692.71,Courtesy call,40.0,70.64,30.64,1.766,High,Mid
6100-QQHEB,0.7003028474964054,864.02,Protection bundle,120.0,211.78,91.78,1.765,High,High
6899-PPEEA,0.6715453219419297,901.37,Protection bundle,120.0,211.86,91.86,1.765,High,High
0674-DGMAQ,0.5391664746391086,872.89,Courtesy call,40.0,70.59,30.59,1.765,High,High
4097-YODCF,0.35025302389508906,1342.9,Courtesy call,40.0,70.55,30.55,1.764,Medium,High
6137-NICCO,0.5355098489392717,878.03,Courtesy call,40.0,70.53,30.53,1.763,High,High
3384-CTMSF,0.48319050631383276,971.85,Courtesy call,40.0,70.44,30.44,1.761,High,High
1212-GLHMD,0.5843144018365389,803.34,Courtesy call,40.0,70.41,30.41,1.76,High,High
3186-BAXNB,0.5483549323749332,856.09,Courtesy call,40.0,70.42,30.42,1.76,High,High
5244-IRFIH,0.6837449660772573,882.23,Protection bundle,120.0,211.13,91.13,1.759,High,High
5229-PRWKT,0.746221926897474,808.01,Protection bundle,120.0,211.03,91.03,1.759,High,High
1513-XNPPH,0.561600173213211,834.62,Courtesy call,40.0,70.31,30.31,1.758,High,High
2371-JQHZZ,0.6940103056112171,868.22,Protection bundle,120.0,210.89,90.89,1.757,High,High
0689-NKYLF,0.6033719554787288,776.73,Courtesy call,40.0,70.3,30.3,1.757,High,High
1925-TIBLE,0.7452244410886231,807.54,Protection bundle,120.0,210.63,90.63,1.755,High,High
4112-LUEIZ,0.7200631614930264,835.55,Protection bundle,120.0,210.58,90.58,1.755,High,High
8739-XNIKG,0.7666639550163232,784.2,Protection bundle,120.0,210.43,90.43,1.754,High,High
1965-DDBWU,0.5624417415790376,831.35,Courtesy call,40.0,70.14,30.14,1.753,Medium,High
3097-NQYSN,0.7413424033774347,810.81,Protection bundle,120.0,210.38,90.38,1.753,High,High
5630-IXDXV,0.47069843122460525,992.86,Courtesy call,40.0,70.1,30.1,1.753,High,High
2014-MKGMH,0.35717519303980605,1307.97,Courtesy call,40.0,70.08,30.08,1.752,Medium,High
0023-XUOPT,0.5318698361003036,878.49,Courtesy call,40.0,70.09,30.09,1.752,High,High
2754-VDLTR,0.6753278701636356,888.76,Protection bundle,120.0,210.07,90.07,1.751,High,High
2603-HVKCG,0.49334744760214433,946.64,Courtesy call,40.0,70.05,30.05,1.751,High,High
5989-PGKJB,0.5794445002771333,805.21,Courtesy call,40.0,69.99,29.99,1.75,High,High
2038-OEQZH,0.5806756488967785,803.34,Courtesy call,40.0,69.97,29.97,1.749,High,High
9054-FOWNV,0.5630309329571178,828.55,Courtesy call,40.0,69.97,29.97,1.749,High,High
0137-OCGAB,0.6225588014871698,748.73,Courtesy call,40.0,69.92,29.92,1.748,High,High
0320-JDNQG,0.49998079949404584,932.17,Courtesy call,40.0,69.91,29.91,1.748,High,High
5914-DVBWJ,0.5836631552735533,797.74,Courtesy call,40.0,69.84,29.84,1.746,High,High
0848-ZGQIJ,0.5265624343749901,883.63,Courtesy call,40.0,69.79,29.79,1.745,Medium,High
0495-ZBNGW,0.6239013328555738,745.93,Courtesy call,40.0,69.81,29.81,1.745,High,Mid
4647-MUZON,0.5193718077532111,895.76,Courtesy call,40.0,69.78,29.78,1.745,Medium,High
5949-XIKAE,0.5967447103653608,780.0,Courtesy call,40.0,69.82,29.82,1.745,High,High
0225-ZORZP,0.5908378586161218,787.0,Courtesy call,40.0,69.75,29.75,1.744,High,High
4283-FUTGF,0.6236082075380427,745.46,Courtesy call,40.0,69.73,29.73,1.743,High,Mid
6646-VRFOL,0.47930456905119134,969.52,Courtesy call,40.0,69.7,29.7,1.743,High,High
3312-UUMZW,0.5036647832051259,922.84,Courtesy call,40.0,69.72,29.72,1.743,Medium,High
2774-LVQUS,0.5995633607273329,775.33,Courtesy call,40.0,69.73,29.73,1.743,High,High
8621-MNIHH,0.528045310288153,879.89,Courtesy call,40.0,69.69,29.69,1.742,High,High
3934-HXCFZ,0.501222511974324,926.57,Courtesy call,40.0,69.66,29.66,1.742,High,High
8290-YWKHZ,0.6865786693201166,870.09,Protection bundle,120.0,209.08,89.08,1.742,High,High
1195-OIYEJ,0.7006696015359893,850.49,Protection bundle,120.0,208.57,88.57,1.738,High,High
3372-KWFBM,0.7370152932146435,808.48,Protection bundle,120.0,208.55,88.55,1.738,High,High
4919-IKATY,0.5876144235908817,788.87,Courtesy call,40.0,69.53,29.53,1.738,High,High
8637-XJIVR,0.6287406747085781,737.06,Courtesy call,40.0,69.51,29.51,1.738,High,Mid
0923-PNFUB,0.5922259909990256,781.87,Courtesy call,40.0,69.46,29.46,1.736,High,High
6618-RYATB,0.6232054162233915,742.66,Courtesy call,40.0,69.42,29.42,1.736,High,Mid
3640-PHQXK,0.5511710869610853,839.28,Courtesy call,40.0,69.39,29.39,1.735,High,High
6522-YRBXD,0.5242223559875051,882.69,Courtesy call,40.0,69.41,29.41,1.735,High,High
2215-ZAFGX,0.7441983493049829,798.21,Protection bundle,120.0,207.91,87.91,1.733,High,High
2685-SREOM,0.5551303125087994,831.81,Courtesy call,40.0,69.26,29.26,1.732,High,High
0691-IFBQW,0.324495081941651,1423.11,Courtesy call,40.0,69.27,29.27,1.732,Medium,High
8844-TONUD,0.5118187547941682,902.3,Courtesy call,40.0,69.27,29.27,1.732,Medium,High
2403-BCASL,0.31870057375431454,1448.34,Courtesy call,40.0,69.24,29.24,1.731,Medium,High
5797-APWZC,0.701170288186535,845.82,Protection bundle,120.0,207.57,87.57,1.73,High,High
7294-TMAOP,0.7012215425161109,845.35,Protection bundle,120.0,207.47,87.47,1.729,High,High
3420-YJLQT,0.6202977073571271,742.66,Courtesy call,40.0,69.1,29.1,1.728,High,Mid
2254-DLXRI,0.6235979153613262,738.92,Courtesy call,40.0,69.12,29.12,1.728,High,Mid
0875-CABNR,0.5831797428099879,789.8,Courtesy call,40.0,69.09,29.09,1.727,High,High
9278-VZKCD,0.45225222419468986,1018.53,Courtesy call,40.0,69.09,29.09,1.727,High,High
7576-JMYWV,0.44770787522761984,1028.8,Courtesy call,40.0,69.09,29.09,1.727,High,High
9050-QLROH,0.5437754033502383,846.75,Courtesy call,40.0,69.07,29.07,1.727,Medium,High
2691-NZETQ,0.7426122213658009,796.81,Protection bundle,120.0,207.1,87.1,1.726,High,High
4952-YSOGZ,0.7373570514895684,802.41,Protection bundle,120.0,207.08,87.08,1.726,High,High
9529-OFXHY,0.5615749432759285,819.21,Courtesy call,40.0,69.01,29.01,1.725,Medium,High
0231-LXVAP,0.6488835824451925,708.58,Courtesy call,40.0,68.97,28.97,1.724,High,Mid
8382-SHQEH,0.7457271213020296,792.6,Protection bundle,120.0,206.87,86.87,1.724,High,High
6818-DJXAA,0.5398713763596067,850.49,Courtesy call,40.0,68.87,28.87,1.722,High,High
7783-YKGDV,0.49308460505213797,930.77,Courtesy call,40.0,68.84,28.84,1.721,High,High
1522-VVDMG,0.5475828496427657,837.88,Courtesy call,40.0,68.82,28.82,1.721,High,High
9921-ZVRHG,0.6111071681199611,751.06,Courtesy call,40.0,68.85,28.85,1.721,High,High
9420-LOJKX,0.4960163286856757,925.17,Courtesy call,40.0,68.83,28.83,1.721,Medium,High
5196-SGOAK,0.6490169148220118,706.72,Courtesy call,40.0,68.8,28.8,1.72,High,Mid
0637-YLETY,0.5138240487928531,892.5,Courtesy call,40.0,68.79,28.79,1.72,Medium,High
7861-UVUFT,0.5826310145460123,787.0,Courtesy call,40.0,68.78,28.78,1.719,High,High
3692-JHONH,0.3323618213859385,1377.83,Courtesy call,40.0,68.69,28.69,1.717,Medium,High
3167-SNQPL,0.48407948370174864,944.31,Courtesy call,40.0,68.57,28.57,1.714,High,High
4514-GFCFI,0.7422134772518028,791.2,Protection bundle,120.0,205.53,85.53,1.713,High,High
1658-TJVOA,0.6601561727690516,691.78,Courtesy call,40.0,68.5,28.5,1.713,High,Mid
7858-GTZSP,0.7264738012153205,808.01,Protection bundle,120.0,205.45,85.45,1.712,High,High
0380-NEAVX,0.3534173386752605,1291.8,Courtesy call,40.0,68.48,28.48,1.712,Medium,High
7495-OOKFY,0.6054485356071139,752.93,Courtesy call,40.0,68.38,28.38,1.709,High,High
8016-NCFVO,0.4182362235631807,1087.61,Courtesy call,40.0,68.23,28.23,1.706,High,High
8433-WXGNA,0.6437687037943514,706.72,Courtesy call,40.0,68.24,28.24,1.706,High,Mid
4818-QIUFN,0.614839946070148,738.92,Courtesy call,40.0,68.15,28.15,1.704,High,Mid
1564-NTYXF,0.7631776862157742,765.53,Protection bundle,120.0,204.48,84.48,1.704,High,High
2135-DQWAQ,0.570563532069932,796.34,Courtesy call,40.0,68.15,28.15,1.704,High,High
5159-YFPKQ,0.6419472439238803,707.65,Courtesy call,40.0,68.14,28.14,1.704,High,Mid
6996-KNSML,0.6496054417515342,699.25,Courtesy call,40.0,68.14,28.14,1.703,High,Mid
9492-TOKRI,0.539970175241388,840.22,Courtesy call,40.0,68.05,28.05,1.701,Medium,High
2495-KZNFB,0.5358582920750214,846.29,Courtesy call,40.0,68.02,28.02,1.701,High,High
2038-LLMLM,0.4675464426933541,969.52,Courtesy call,40.0,67.99,27.99,1.7,High,High
3765-JXVKY,0.649737836689816,697.38,Courtesy call,40.0,67.97,27.97,1.699,High,Mid
9093-FPDLG,0.5150761822052109,879.43,Courtesy call,40.0,67.95,27.95,1.699,High,High
0207-MDKNV,0.46162958294909506,981.19,Courtesy call,40.0,67.94,27.94,1.699,High,High
3727-RJMEO,0.7520870671892552,773.47,Protection bundle,120.0,203.6,83.6,1.697,High,High
0876-WDUUZ,0.567416685802051,797.27,Courtesy call,40.0,67.86,27.86,1.696,High,High
2876-GZYZC,0.7243188265773626,802.41,Protection bundle,120.0,203.42,83.42,1.695,High,High
0742-NXBGR,0.5882561386683248,768.33,Courtesy call,40.0,67.8,27.8,1.695,High,High
7249-WBIYX,0.7268954316419153,799.14,Protection bundle,120.0,203.31,83.31,1.694,High,High
0258-NOKBL,0.5352513084030681,843.95,Courtesy call,40.0,67.76,27.76,1.694,High,High
8132-YPVBX,0.562908790377272,802.41,Courtesy call,40.0,67.75,27.75,1.694,High,High
0195-IESCP,0.7294062029835889,795.87,Protection bundle,120.0,203.18,83.18,1.693,High,High
8931-GJJIQ,0.7465870931708352,777.67,Protection bundle,120.0,203.21,83.21,1.693,High,High
4274-OWWYO,0.6499762067212617,694.11,Courtesy call,40.0,67.67,27.67,1.692,High,Mid
0727-BMPLR,0.3478569207238011,1293.74,Courtesy call,40.0,67.51,27.51,1.688,Medium,High
3853-LYGAM,0.5040307729363452,892.96,Courtesy call,40.0,67.51,27.51,1.688,Medium,High
7278-CKDNC,0.5988303937940078,751.53,Courtesy call,40.0,67.51,27.51,1.688,High,High
0139-IVFJG,0.5332744625628087,843.48,Courtesy call,40.0,67.47,27.47,1.687,High,High
2674-MIAHT,0.5998966988692181,749.66,Courtesy call,40.0,67.46,27.46,1.686,High,High
9659-QEQSY,0.416245135799727,1079.68,Courtesy call,40.0,67.41,27.41,1.685,High,High
4822-NGOCH,0.5695318318720478,788.4,Courtesy call,40.0,67.35,27.35,1.684,High,High
0946-CLJTI,0.4870247086019731,921.44,Courtesy call,40.0,67.31,27.31,1.683,High,High
0354-WYROK,0.48575560295798076,923.31,Courtesy call,40.0,67.28,27.28,1.682,High,High
3488-PGMQJ,0.6450477062746715,695.51,Courtesy call,40.0,67.3,27.3,1.682,High,Mid
3771-PZOBW,0.5294740121019473,846.75,Courtesy call,40.0,67.25,27.25,1.681,Medium,High
2154-KVJFF,0.6016340244501832,744.53,Courtesy call,40.0,67.19,27.19,1.68,High,Mid
